Date,Category,Amount,Total,Type
2022-03-28,Supermarket,24.0,,0
2022-03-28,Health,20.0,,0
2022-03-27,Gift,5.0,,1
2022-03-26,Other,25.0,,0
2022-03-26,Fun,17.5,,0
2022-03-26,Fun,11.5,,0
2022-03-25,Fun,4.0,,0
2022-03-25,Rent,50.0,,0
2022-03-24,Mprikis,12.0,,0
2022-03-24,Other,9.0,,0
2022-03-24,Haircut,5.0,,0
2022-03-23,Private,20.0,,1
2022-03-23,Fuel,5.0,,0
2022-03-23,Supermarket,1.5,,0
2022-03-22,Private,35.0,,1
2022-03-21,Fun,5.0,,0
2022-03-21,Gifts,110.0,,0
2022-03-21,Health,70.0,,0
2022-03-19,Fun,20.0,,0
2022-03-19,Rent,15.0,,0
2022-03-17,Fun,15.0,,0
2022-03-17,Mprikis,10.0,,0
2022-03-17,Other,4.0,,0
2022-03-17,Fuel,4.5,,0
2022-03-17,Other,9.5,,0
2022-03-16,Fun,17.0,,0
2022-03-16,Dad,200.0,,1
2022-03-16,Other,17.0,,0
2022-03-16,Fuel,5.5,,0
2022-03-16,Rent,100.0,,0
2022-03-15,Private,35.0,,1
2022-03-15,Fuel,75.6,,0
2022-03-15,Fun,3.0,,0
2022-03-14,Other,58.0,,0
2022-03-14,Electricity,100.0,,0
2022-03-14,MOTOmaintenance/oil/insurance,60.0,,0
2022-03-13,Fuel,6.0,,0
2022-03-12,Other,25.0,,0
2022-03-12,Other,21.0,,0
2022-03-12,Other,45.0,,0
2022-03-12,Fun,3.0,,0
2022-03-12,Electricity,40.0,,0
2022-03-11,Fun,10.0,,0
2022-03-11,Supermarket,1.1,,0
2022-03-11,Supermarket,14.0,,0
2022-03-10,Fun,4.0,,0
2022-03-10,Fun,5.0,,0
2022-03-10,Fun,2.8,,0
2022-03-10,Education,20.0,,0
2022-03-10,Private,2.0,,1
2022-03-09,Other,15.0,,0
2022-03-09,Fun,27.0,,0
2022-03-09,Gift,2.0,,1
2022-03-08,Private,20.0,,1
2022-03-08,Health,22.0,,0
2022-03-07,Fuel,5.5,,0
2022-03-07,Fun,2.0,,0
2022-03-07,Fun,14.5,,0
2022-03-07,Gift,2.0,,1
2022-03-06,Gift,4.5,,1
2022-03-05,Other,25.0,,0
2022-03-05,Fun,3.0,,0
2022-03-05,Fun,5.0,,0
2022-03-05,Gift,100.0,,1
2022-03-04,Supermarket,6.4,,0
2022-03-04,Other,51.0,,0
2022-03-04,Fun,35.5,,0
2022-03-03,Other,147.0,,0
2022-03-03,Other,438.0,,0
2022-03-03,Vodafone,20.0,,0
2022-03-03,Supermarket,2.7,,0
2022-03-03,Gift,2.0,,1
2022-03-02,Gift,5.5,,1
2022-03-02,Fun,5.2,,0
2022-03-02,Other,79.0,,0
2022-03-02,Private,20.0,,1
2022-03-02,Supermarket,18.5,,0
2022-03-02,Fuel,5.5,,0
2022-03-01,Private,20.0,,1
2022-02-28,Fun,3.5,,0
2022-02-28,Gift,3.5,,1
2022-02-28,Fuel,4.0,,0
2022-02-28,Gift,15.0,,1
2022-02-27,Fun,14.5,,0
2022-02-27,Fun,2.5,,0
2022-02-26,Other,30.0,,0
2022-02-26,Fuel,4.5,,0
2022-02-26,Mprikis,5.5,,0
2022-02-26,Other,25.0,,0
2022-02-26,Gift,15.0,,1
2022-02-26,Fun,4.5,,0
2022-02-25,Allowance,70.0,,1
2022-02-25,Private,20.0,,1
2022-02-24,Fuel,4.5,,0
2022-02-24,Gift,18.0,,1
2022-02-23,Supermarket,37.0,,0
2022-02-23,Supermarket,21.0,,0
2022-02-23,Gym,12.0,,0
2022-02-23,Gift,9.0,,1
2022-02-22,Fun,3.9,,0
2022-02-22,Gift,9.0,,1
2022-02-21,Fuel,4.5,,0
2022-02-21,Fun,2.5,,0
2022-02-21,Health,8.6,,0
2022-02-21,Fun,3.0,,0
2025-02-03,Parking,30,6373,0
2025-02-03,Mprikis,5,6403,0
2025-02-03,Subscriptions,24,6408,0
2025-02-02,Fun,10,6455,0
2025-02-02,Fun,4,6465,0
2025-02-02,Fun,2.0,6469,0
2025-02-01,Rent,261.0,6471,0
2025-02-01,Haircut,10.0,6732,0
2025-02-01,Family,100.0,6742,0
2025-01-31,Fun,65.0,6842,0
2025-01-31,Job,1600.0,6848,1
2025-01-31,Fun,13.1,5248,0
2025-01-31,Fun,6.0,5262,0
2025-01-31,Supermarket,15.0,5268,0
2025-01-31,Fun,7.0,6871,0
2025-01-31,Fuel,24.0,6878,0
2025-01-30,Fun,6.0,6902,0
2025-01-28,Fun,8.0,6908,0
2025-01-28,Fun,9.1,6916,0
2025-01-28,Fun,5.1,6926,0
2025-01-25,Mom,55.0,5342,1
2025-01-25,Fun,15.0,5287,0
2025-01-25,Fun,5.0,5302,0
2025-01-25,Fun,3.1,5307,0
2025-01-25,Me,160.0,5311,0
2025-01-25,Supermarket,16.1,5471,0
2025-01-23,Supermarket,25.0,5489,0
2025-01-23,Fun,10.0,5514,0
2025-01-23,Mprikis,19.0,5524,0
2025-01-23,Supermarket,28.0,5543,0
2025-01-23,Education,900.0,5571,0
2025-01-23,Education,30.0,6471,0
2025-01-21,Supermarket,7.0,5531,0
2025-01-21,Fuel,20.0,5558,0
2025-01-21,Fun,25.0,5551,0
2025-01-21,Fun,8.0,6543,0
2025-01-21,Fun,9.0,5566,0
2025-01-21,Other,1.1,6624,0
2025-01-21,Subscriptions,5.0,6627,0
2025-01-21,Vodafone,35.0,6632,0
2025-01-21,Family,37.0,6578,0
2025-01-17,Fun,5.1,6615,0
2025-01-17,other,11.0,6657,0
2025-01-17,other,50.0,6668,0
2025-01-17,Me,5.1,6718,0
2025-01-17,Supermarket,3.1,6738,0
2025-01-17,Fun,45.0,6743,0
2025-01-17,Fun,10.0,6722,0
2025-01-15,Fun,2.0,6732,0
2025-01-15,Education,30.0,6745,0
